word,sentence,kannada_meaning,english_meaning,is_correct,annotator,timestamp
ಬೆಳೆ,"ಅಷ್ಟೇ ಅಲ್ಲದೆ, ಮಣ್ಣಿನ ತೇವಾಂಶ ಗಣನೀಯ ಇಳಿದಿರುವುದರಿಂದ ಕೀಟ ಮತ್ತು ರೋಗಗಳ ಗಂಭೀರ ದಾಳಿಗೆ ತೆಂಗು ಬೆಳೆ ಒಳಗಾಗಿದೆ.","ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:01
ಬೆಳೆ,"ಸಾಧ್ಯವಾದರೆ, ಕಾಟೇಜ್ ಅಥವಾ ತೋಟದ ಕಥಾವಸ್ತುವಿನ ಒಟ್ಟಿಗೆ ಬೆಳೆ ಸಂಗ್ರಹಿಸಲು.","ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:01
ಬೆಳೆ,ನಾಲ್ಕು ದಿನಗಳಿಂದ ಹೊಲಮನಿ ಕೆಲಸ ಬಿಟ್ಟು ಬೆಳೆ ವಿಮೆ ತುಂಬಲು ಬುತ್ತಿ ಸಮೇತ ಬಂದಿದ್ದೇನೆ.,"ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:01
ಬೆಳೆ,ಬೆಳೆ ನಷ್ಟ ತುಂಬಿಕೊಡಲು,"ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:02
ಬೆಳೆ,ಹೀಗಾಗಿ ಆಹಾರ ಧಾನ್ಯ ಮತ್ತು ವಾಣಿಜ್ಯ ಬೆಳೆ ಎರಡರಲ್ಲೂ ಬಿತ್ತನೆಗೆ ಹಿನ್ನಡೆಯಾಗಿದೆ.,"ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:02
ಬೆಳೆ,ಆನೆ ದಾಳಿ: ರಾಗಿ ಬೆಳೆ ನಾಶ,"ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:02
ಬೆಳೆ,ಒಟ್ನಲ್ಲಿ ಪ್ರವಾಹದಿಂದ ನೊಂದು ಬೆಂದ ಹೋಗಿದ್ದ ರೈತರಿಗೆ ಹಿಂಗಾರು ಬೆಳೆ ಕೈಹಿಡಿದಿದೆ.,"ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:02
ಬೆಳೆ,ಮೆಣಸಿನಕಾಯಿ ಬೆಳೆ ದರ ನೆಲಕ್ಕಚ್ಚಿದೆ.,"ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:02
ಬೆಳೆ,ಕಳೆದ ವರ್ಷದ ಅತಿವೃಷ್ಟಿಯಿಂದ ಬಹುತೇಕ ರೈತರು ಬೆಳೆ ಕಳೆದುಕೊಂಡಿದ್ದರು.,"ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:02
ಬೆಳೆ,ವಿಶೇಷ ಪ್ಯಾಕೇಜ್: ಅತಿವೃಷ್ಟಿಯಿಂದ ರಾಜ್ಯದಲ್ಲಿ ಬೆಳೆ ನಷ್ಟವಾಗಿದೆ.,"ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:02
ಬೆಳೆ,ರಾಜ್ಯದಲ್ಲಿ ಕುಡಿಯಲು ನೀರಿಲ್ಲದ ಸಂಕಷ್ಟದ ಸ್ಥಿತಿಯಲ್ಲಿ ಬೆಳೆ ಬೆಳೆಯಲು ನೀರು ಹರಿಸಲು ಹೇಗೆ ಸಾಧ್ಯ?,"ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:02
ಬೆಳೆ,ಆದರೆ ಬೆಳೆ ಇಲ್ಲದೆ ಮನನೊಂದು ಈಕೆ ನೇಣು ಬಿಗಿದುಕೊಂಡು ಆತ್ಮಹತ್ಯೆಗೆ ಶರಣಾಗಿದ್ದಾರೆ.,"ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:02
ಬೆಳೆ,ಅಲ್ಲದೆ ಕೃಷಿ ಇಲಾಖೆಯ ಅಧಿಕಾರಿಗಳು ಬೆಳೆ ಹಾನಿ ಪ್ರಮಾಣವನ್ನು ಲೆಕ್ಕ ಹಾಕುತ್ತಿದ್ದಾರೆ.,"ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:04
ಬೆಳೆ,"ಬೆಣ್ಣೆಹಳ್ಳ, ತುಪ್ಪರಿಹಳ್ಳ, ಯರೇಹಳ್ಳದ ಪ್ರವಾಹದಿಂದಾಗಿ ಹುಬ್ಬಳ್ಳಿ, ನವಲಗುಂದ, ಕುಂದಗೋಳ ಮೊದಲಾದ ಕಡೆ ಸಾವಿರಾರು ಕೃಷಿ ಭೂಮಿಗೆ ನೀರು ನುಗ್ಗಿ ಬೆಳೆ ನಾಶವಾಗಿದೆ.","ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:04
ಬೆಳೆ,ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ಉತ್ತಮ ಬೆಲೆ ಸಿಗದೇ ರೈತರು ಪರ್ಯಾಯ ಬೆಳೆ ಕಡೆಗೆ ಮುಖ ಮಾಡಿದ್ದಾರೆ.,"ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:04
ಬೆಳೆ,"39,368 ಹೆಕ್ಟೇರ್ ಪ್ರದೇಶದಲ್ಲಿ ತೋಟಗಾರಿಕಾ ಬೆಳೆ","ಬೆಳೆದುದು; ಮರ, ಗಿಡ, ಪೈರು",Agriclute Crop Yield,Yes,qwerty,2025-02-07 06:11:04
