word,sentence,kannada_meaning,english_meaning,is_correct,annotator,timestamp
ಯಜಮಾನ,ಮನೆಯ ಯಜಮಾನ ಪಾಪ ತೀರಿಕೊಂಡಾಗ ಎರಡನೆಯ ಹೆಂಡತಿಯು ಕೊನೆಯ ದಿನದ ಕಲಾಪಕ್ಕೆ ಜನರನ್ನು ಕರೆದಿದ್ದರು.,ಕುಟುಂಬದ ಮುಖ್ಯಸ್ಥ,Head of the family,Yes,Darshan R K,2025-02-02 17:26:11
ಯಜಮಾನ,ಚಾಲೆಂಜಿಂಗ್ ಸ್ಟಾರ್ ದರ್ಶನ್ ಅಭಿನಯದ ಯಜಮಾನ ಚಿತ್ರದ ಬಗ್ಗೆ ಇರುವ ಕುತೂಹಲಕ್ಕೆ ತೆರೆ ಬಿದ್ದಿದೆ.,ಕುಟುಂಬದ ಮುಖ್ಯಸ್ಥ,Head of the family,No,Darshan R K,2025-02-02 17:26:11
ಯಜಮಾನ,ಮನೆಯ ಯಜಮಾನ ಪರಿಸ್ಥಿತಿ ಶೋಚನೀಯವಾಗಿದ್ದರೂ ಆತನಿಗೆ ತನ್ನ ಸ್ಥಿತಿ ಅರಿವಾಗುತ್ತಿಲ್ಲ.,ಕುಟುಂಬದ ಮುಖ್ಯಸ್ಥ,Head of the family,Yes,Darshan R K,2025-02-02 17:26:11
ಯಜಮಾನ,ಒಂದು ಮನೆಗೆ ಒಬ್ಬ ಯಜಮಾನ ಇರುತ್ತಾನೆ.,ಕುಟುಂಬದ ಮುಖ್ಯಸ್ಥ,Head of the family,Yes,Darshan R K,2025-02-02 17:26:11
ಯಜಮಾನ,"ಮನೆ ಯಜಮಾನ ಗ್ರಾಮ ಪಂಚಾಯ್ತಿಯ ಸರಪಂಚ್, ಆತನ ಪತ್ನಿ, ತಾಯಿ, ಸಹೋದರ ಮತ್ತು ಆತನ ಪತ್ನಿ ಇವರೆಲ್ಲರೂ ಆ ಗ್ರಾಮ ಪಂಚಾಯಿತಿ ಸದಸ್ಯರು….",ಕುಟುಂಬದ ಮುಖ್ಯಸ್ಥ,Head of the family,Yes,Darshan R K,2025-02-02 17:26:11
ಯಜಮಾನ,ಆದರೆ ಜವಾಬ್ದಾರಿಯನ್ನು ತೋರಿಸಬೇಕಾದ ಮನೆಯ ಯಜಮಾನ ನಾಯಕತ್ವ ವಹಿಸಲು ವಿಫಲರಾಗಿದ್ದಾರೆ ಎಂದು ಕೇಂದ್ರ ಸರಕಾರವನ್ನು ಟೀಕಿಸಿದರು.,ಕುಟುಂಬದ ಮುಖ್ಯಸ್ಥ,Head of the family,Yes,Darshan R K,2025-02-02 17:26:11
ಯಜಮಾನ,ಬಯೋಮೆಟ್ರಿಕ್‍ನಲ್ಲಿ ತಂಬ್ ನೀಡಲು ಮನೆಯ ಯಜಮಾನ ಜೊತೆಗೆ ಮತ್ತೊಬ್ಬ ಸದಸ್ಯನಿಗೂ ಅವಕಾಶ ನೀಡಲಾಗುವುದು ಎಂದು ತಿಳಿಸಿದರು.,ಕುಟುಂಬದ ಮುಖ್ಯಸ್ಥ,Head of the family,Yes,Darshan R K,2025-02-02 17:26:11
ಯಜಮಾನ,"ಹೆಂಡತಿ ಮಾತನ್ನು ನಾನೇಕೆ ಕೇಳಬೇಕು, ನಾನು ಮನೆ ಯಜಮಾನ ಎಂಬಂತಹ ಒಣ ಪ್ರತಿಷ್ಠೆಗಳು ಬದುಕನ್ನು ಕಟ್ಟಿಕೊಡಲು ಸಹಕರಿಸುವುದಿಲ್ಲ.",ಕುಟುಂಬದ ಮುಖ್ಯಸ್ಥ,Head of the family,Yes,Darshan R K,2025-02-02 17:26:11
ಯಜಮಾನ,ಕುಟುಂಬದ ಯಜಮಾನ ಪುರುಷನೇ ಇರುತ್ತಾನೆ.,ಕುಟುಂಬದ ಮುಖ್ಯಸ್ಥ,Head of the family,Yes,Darshan R K,2025-02-02 17:26:11
ಯಜಮಾನ,ಈ ಪ್ರಕರಣದಲ್ಲಿ ಮನೆಯ ಯಜಮಾನ ಲಲಿತ್ ಬಾಟಿಯಾ ಅವರಿಗೆ ಶೇರ್ಡ್ ಸೈಕೋಟಿಕ್ ಡಿಸಾರ್ಡರ್ ಇದ್ದಿರಬಹುದು.,ಕುಟುಂಬದ ಮುಖ್ಯಸ್ಥ,Head of the family,Yes,Darshan R K,2025-02-02 17:26:11
ಯಜಮಾನ,ನಡುರಾತ್ರಿಯಲ್ಲಿ ಸಿಸಿ ಟಿವಿ ದೃಶ್ಯ ನೋಡಿ ಬೆಚ್ಚಿಬಿದ್ದಿದ್ದ ಮನೆ ಯಜಮಾನ | Kannada Dunia | Kannada News | Karnataka News | India News,ಕುಟುಂಬದ ಮುಖ್ಯಸ್ಥ,Head of the family,Yes,Darshan R K,2025-02-02 17:26:11
ಯಜಮಾನ,ಗುರುವಾರ ಮಧ್ಯಾಹ್ನ ಕಿನ್ಯ ತಟ್ಟಾಜೆ ಬಳಿ ಸಿಡಿಲು ಬಡಿದು ಮನೆಯ ಯಜಮಾನ ಗಾಯಗೊಂಡ ಘಟನೆ ಸಂಭವಿಸಿದೆ.,ಕುಟುಂಬದ ಮುಖ್ಯಸ್ಥ,Head of the family,Yes,Darshan R K,2025-02-02 17:26:11
ಯಜಮಾನ,"ಇರುವುದನ್ನು ಮನೆಯ ಯಜಮಾನ ಎಲ್ಲರಿಗೂ ನ್ಯಾಯೋಚಿತವಾಗಿ ಹಂಚಿ, ಎಲ್ಲರನ್ನೂ ಸಮಾನವಾಗಿ ಕಂಡು, ಯಾರ ಬಳಿಯೂ ಕೈ ಚಾಚದೆ ಮನೆಯ ಮರ್ಯಾದೆ ಮುಕ್ಕಾಗದಂತೆ ನೀಸಬೇಕು.",ಕುಟುಂಬದ ಮುಖ್ಯಸ್ಥ,Head of the family,Yes,Darshan R K,2025-02-02 17:26:11
ಯಜಮಾನ,ಮನೆಯ ಯಜಮಾನ ತಂದೆಯೇ.,ಕುಟುಂಬದ ಮುಖ್ಯಸ್ಥ,Head of the family,Yes,Darshan R K,2025-02-02 17:26:11
ಯಜಮಾನ,"ರಬ್ಬರ್ ಪ್ಲಾಂಟೇಶನ್ ಹೊಂದಿದ್ದ ಕುಟುಂಬದ ಯಜಮಾನ ಕೃಷ್ಣನ್, ಮಾಟಮಂತ್ರವನ್ನೂ ಮಾಡುತ್ತಿದ್ದರು.",ಕುಟುಂಬದ ಮುಖ್ಯಸ್ಥ,Head of the family,Yes,Darshan R K,2025-02-02 17:26:11
ಯಜಮಾನ,"ಮನೆಯ ಯಜಮಾನ ಬ್ರಹ್ಮರಾಕ್ಷಸ, ದೆವ್ವ ಭೂತಗಳು ಪರಿವಾರಗಳು ಎಂದು ಲೇವಡಿ ಮಾಡಿದರು.",ಕುಟುಂಬದ ಮುಖ್ಯಸ್ಥ,Head of the family,Yes,Darshan R K,2025-02-02 17:26:11
ಯಜಮಾನ,ಸದ್ಯ ಯಜಮಾನ ಮತ್ತು ಒಡೆಯ ಚಿತ್ರದ ಚಿತ್ರೀಕರಣದಲ್ಲಿ ಬಿಝೀಯಾಗಿರು ದರ್ಶನ್ .,ಕುಟುಂಬದ ಮುಖ್ಯಸ್ಥ,Head of the family,No,Darshan R K,2025-02-02 17:26:11
ಯಜಮಾನ,ಆ ಸಮಯದಲ್ಲಿ ಗ್ರಾಮದಲ್ಲಿದ್ದ ಸರ್ಕಾರಿ ಭೂಮಿಯನ್ನು ರುದ್ರ ಭೂಮಿಯನ್ನಾಗಿ ಪರಿವರ್ತಿಸಲು ಸರ್ವರೂ ಪಂಚಾಯಿತಿ ಕಟ್ಟೆಯಲ್ಲಿ ತೆಗೆದುಕೊಂಡ ತೀರ್ಮಾನ ಇಂದು ಜಾತ್ಯತೀತ ರುದ್ರ ಭೂಮಿ ಕಾಣಲು ಸಾಧ್ಯವಾಗಿದೆ ಎನ್ನುತ್ತಾರೆ ಗ್ರಾಮದ ಹಾಲಿ ಯಜಮಾನ ಮತ್ತು ರೈತ ಸಂಘದ ಜಿಲ್ಲಾಧ್ಯಕ್ಷ ಹೊಸೂರು ಕುಮಾರ್.,ಕುಟುಂಬದ ಮುಖ್ಯಸ್ಥ,Head of the family,No,Darshan R K,2025-02-02 17:26:11
ಯಜಮಾನ,ಆ ಸಮಯದಲ್ಲಿ ಕುಟುಂಬದ ಯಜಮಾನ ಕ್ಯಾನ್ಸರ್‌ಗೆ ತುತ್ತಾದರು.,ಕುಟುಂಬದ ಮುಖ್ಯಸ್ಥ,Head of the family,Yes,Darshan R K,2025-02-02 17:26:11
ಯಜಮಾನ,ಒಂದು ಮನೆಯ ಯಜಮಾನ ವಿದೇಶದಲ್ಲಿದ್ದ.,ಕುಟುಂಬದ ಮುಖ್ಯಸ್ಥ,Head of the family,Yes,Darshan R K,2025-02-02 17:26:11
ಯಜಮಾನ,ಆ ಮನೆಯ ಯಜಮಾನ ತೀರಿ 22 ವರ್ಷಗಳೇ ಗತಿಸಿವೆ.,ಕುಟುಂಬದ ಮುಖ್ಯಸ್ಥ,Head of the family,Yes,Darshan R K,2025-02-02 17:26:11
ಯಜಮಾನ,…ಶುಭ ಕಾರ್ಯಗಳಲ್ಲಿ ನಾಲ್ಕು ಮಾತುಗಳ ಭಾವಾನಾತ್ಮಕ ಪ್ರಾರ್ಥನೆಯನ್ನು ಮನೆಯ ಯಜಮಾನ ಅಥವಾ ಇತರರು ನಡೆಸಿಕೊಡಬೇಕಾದ ಸಂದರ್ಭಗಳು ಉದ್ಭವಿಸುವುದು.,ಕುಟುಂಬದ ಮುಖ್ಯಸ್ಥ,Head of the family,Yes,Darshan R K,2025-02-02 17:26:11
ಯಜಮಾನ,ಸುಪ್ರದೀಪ್ ಯಜಮಾನ ಅವರ ಉಪಾಧ್ಯಕ್ಷರ ಅವಧಿ 2-06-2021ಕ್ಕೆ ಕೊನೆಗೊಳ್ಳಲಿದೆ.,ಕುಟುಂಬದ ಮುಖ್ಯಸ್ಥ,Head of the family,No,Darshan R K,2025-02-02 17:26:11
ಯಜಮಾನ,ಬೆಂಗಳೂರು: ಚಾಲೆಂಜಿಂಗ್ ಸ್ಟಾರ್ ದರ್ಶನ್ ಅಭಿನಯದ ಯಜಮಾನ ಸಿನಿಮಾ ಸದ್ಯದಲ್ಲೇ ಕಿರುತೆರೆಯಲ್ಲಿ ಪ್ರಸಾರವಾಗಲಿದೆ.,ಕುಟುಂಬದ ಮುಖ್ಯಸ್ಥ,Head of the family,No,Darshan R K,2025-02-02 17:26:11
ಯಜಮಾನ,ಪುನಃ ಸಾಯಂಕಾಲ ಐದು ಗಂಟೆಯ ನಂತರ ಮನೆಯ ಯಜಮಾನ ಸ್ನಾನ ಮಾಡಿ ಮಡಿಯುಟ್ಟು ದೀಪ ಹಚ್ಚಿ ಮಂತ್ರ ಹೇಳುತ್ತ ಗೌರಿ ಕಲಶದ ನೀರಿನಿಂದ ದೇವರಿಗೆ ಅಭಿಶೇಕ ಮಾಡಿ ಪೂಜೆ ಮಾಡುತ್ತಿದ್ದರು.,ಕುಟುಂಬದ ಮುಖ್ಯಸ್ಥ,Head of the family,Yes,Darshan R K,2025-02-02 17:26:11
ಯಜಮಾನ,ಕುಮಾರ್ ನಿರ್ದೇಶನದ ಯಜಮಾನ ಚಿತ್ರವನ್ನ ಬಿ.,ಕುಟುಂಬದ ಮುಖ್ಯಸ್ಥ,Head of the family,No,Darshan R K,2025-02-02 17:26:11
ಯಜಮಾನ,"ಮನೆಯ ಯಜಮಾನ ಹೇಳಿದ, ಗೆಳೆಯಾ, ನೀನು ಬಾಗಿಲು ಬಡಿದಾಗಲೂ ನನ್ನ ಹೆಂಡತಿ ಅದನ್ನೇ ಹೇಳಿದ್ದಳು.",ಕುಟುಂಬದ ಮುಖ್ಯಸ್ಥ,Head of the family,Yes,Darshan R K,2025-02-02 17:26:11
