word,wordtype,origin,meaning_number,meaning
ಅಂತರಿಕ್ಷ,noun,ಸಂ ,1,"ಆಕಾಶ, ನಭ, ಬಾನು"
ಅಂತರಿಕ್ಷ,noun,ಸಂ ,2,"ಭೂಮಿಗೂ, ಆಕಾಶಕ್ಕೂ ನಡುವಣ ಪ್ರದೇಶ"
ಅಂತರೀಯ,noun,ಸಂ ,1,ಒಳ ಉಡುಪು
ಅಂತರೀಯ,noun,ಸಂ ,2,ನಡು ವಿನಿಂದ ಕೆಳಕ್ಕೆ ಉಡುವ ವಸ್ತ್ರ
ಅಂತಸ್ತು,noun,<ಸಂ. ಅಂತಸ್ಥ ,1,ಮಹಡಿ
ಅಂತಸ್ತು,noun,<ಸಂ. ಅಂತಸ್ಥ ,2,"ಹಂತ, ಮಟ್ಟ"
ಅಂತಸ್ತು,noun,<ಸಂ. ಅಂತಸ್ಥ ,3,ಒಂದರ ಮೇಲೊಂದರಂತೆ ಅಳವಟ್ಟಿರುವ ಶ್ರೇಣಿ
ಅಂತು,noun,ದೇ ,1,"ಕೊನೆ, ತುದಿ"
ಅಂತು,noun,ದೇ ,2,"ಒಳಗುಟ್ಟು, ಮರ್ಮ"
ಅಂತ್ಯ,noun,ಸಂ ,1,"ಕೊನೆ, ತುದಿ"
ಅಂತ್ಯ,noun,ಸಂ ,2,ಸಾವು
ಅಂತ್ಯ,noun,ಸಂ ,3,ಪ್ರಳಯ
ಅಂದು,noun,ದೇ ,1,ಆ ದಿನ
ಅಂದು,noun,ದೇ ,2,ಆ ಸಂದರ್ಭ
ಅಂದುಕ,noun,ಸಂ ,1,"ಕಾಲಸರಪಳಿ, ನೂಪುರ"
ಅಂದುಕ,noun,ಸಂ ,2,ಆನೆಯ ಕಾಲಿಗೆ ಕಟ್ಟುವ ಸರಪಳಿ
ಅಂಬರ,noun,ಸಂ ,1,ಬಟ್ಟೆ
ಅಂಬರ,noun,ಸಂ ,2,ಆಕಾಶ
ಅಂಬರ,noun,ಸಂ ,3,ಸೊನ್ನೆಯ ಸಂಕೇತ
ಅಂಬರ,noun,ಸಂ ,4,ಹತ್ತಿರ
ಅಂಬರ,noun,ಸಂ ,5,ಕಾಗೆಬಂಗಾರ
ಅಂಬರ,noun,ಸಂ ,6,ಹತ್ತಿ
ಅಂಬರ,noun,ಸಂ ,7,ಹಾಸಿಗೆ
ಅಂಬರೀಷ,noun,ಸಂ ,1,ವಿಷ್ಣು
ಅಂಬರೀಷ,noun,ಸಂ ,2,ಶಿವ
ಅಂಬರೀಷ,noun,ಸಂ ,3,ಸೂರ್ಯ
ಅಂಬರೀಷ,noun,ಸಂ ,4,ಬಾಣಲೆ
ಅಂಬಾರ,noun,ಪಾರ ,1,ಹುಲ್ಲಿನ ಬಣವೆ
ಅಂಬಾರ,noun,ಪಾರ ,2,ಧಾನ್ಯದ ರಾಶಿ
ಅಂಬು,noun,ಸಂ ,1,ಬಾಣ
ಅಂಬು,noun,ಸಂ ,2,ನೀರು
ಅಂಬು,noun,ಸಂ ,3,ಲಾವಂಚ ಸುವಾಸನೆಯ ಒಂದು ಬಗೆಯ ಬೇರು
ಅಂಬುಜ,noun,ಸಂ ,1,ನೀರಿನಲ್ಲಿ ಹುಟ್ಟಿದುದು
ಅಂಬುಜ,noun,ಸಂ ,2,ಕಮಲ
ಅಂಬುಜ,noun,ಸಂ ,3,ಶಂಖ
ಅಂಬುಧಿ,noun,ಸಂ ,1,ಸಮುದ್ರ
ಅಂಬುಧಿ,noun,ಸಂ ,2,ನಾಲ್ಕರ ಸಂಕೇತ
ಅಂಬುಧಿ,noun,ಸಂ ,3,ನೀರಿನ ಪಾತ್ರೆ
ಅಂಬೆ,noun,<ಸಂ. ಅಂಬಾ ,1,ತಾಯಿ
ಅಂಬೆ,noun,<ಸಂ. ಅಂಬಾ ,2,ಪಾರ್ವತಿ
ಅಂಶ,noun,ಸಂ ,1,"ಭಾಗ, ಘಟಕ"
ಅಂಶ,noun,ಸಂ ,2,ವಿವರ
ಅಂಶು,noun,ಸಂ ,1,ಕಿರಣ
ಅಂಶು,noun,ಸಂ ,2,"ಮೊನೆ, ತುದಿ"
ಅಂಶುಮಂತ,noun,ಸಂ ,1,ಸೂರ್ಯ
ಅಂಶುಮಂತ,noun,ಸಂ ,2,ಚಂದ್ರ
ಅಂಶುಮಂತ,noun,ಸಂ ,3,ಒಂದು ಪರ್ವತ
ಅಂಶುಮತಿ,noun,ಸಂ ,1,ಯಮುನಾ ನದಿ
ಅಂಶುಮತಿ,noun,ಸಂ ,2,ಒಂದೆಲಗ
ಅಂಶುಮತಿ,noun,ಸಂ ,3,ಇಂಗು
ಅಂಸ,noun,ಸಂ ,1,ಭುಜ
ಅಂಸ,noun,ಸಂ ,2,ಹೆಗಲ ಎಲುಬು
ಅಂಸಕೂಟ,noun,ಸಂ ,1,ಹೆಗಲು
ಅಂಸಕೂಟ,noun,ಸಂ ,2,"ಗೂಳಿ, ಎತ್ತು ಮೊ.ವುಗಳ ಡುಬ್ಬ, ಇಣಿ"
ಅಕ,adjective,ಸಂ ,1,"ಪ್ರಾಣಿಗಳ ಮರಿ,"
ಅಕ,adjective,ಸಂ ,2,"ದಡ್ಡ, ಮೂರ್ಖ"
ಅಕ,adjective,ಸಂ ,3,"ಬಲಿಯದ, ಎಳಸಾದ"
ಅಕ,adjective,ಸಂ ,4,"ಚಿಕ್ಕವಯಸ್ಸಿನ, ಎಳೆಯ"
ಅಕ,adjective,ಸಂ ,5,"ಹುಡುಗಾಟದ, ಮಕ್ಕಳಾಟಿಕೆಯ"
ಅಕಾಡೆಮಿ,noun,ಗ್ರೀ ,1,ಕಲೆಗಳ ಅಭಿವೃದ್ಧಿಗೆ ದುಡಿಯುವ ಒಂದು ಸಂಸ್ಥೆ
ಅಕಾಡೆಮಿ,noun,ಗ್ರೀ ,2,ಒಂದು ಪ್ರೌಢಶಾಲೆ
ಅಕಾಡೆಮಿ,noun,ಗ್ರೀ ,3,ಒಂದು ವಿಷಯವನ್ನು ವಿಶೇಷವಾಗಿ ಬೋಧಿಸುವ ಒಂದು ಸಂಸ್ಥೆ
ಅಕೂಪಾರ,noun,ಸಂ ,1,ಸಮುದ್ರ
ಅಕೂಪಾರ,noun,ಸಂ ,2,ದೊಡ್ಡ ಆಮೆ
ಅಕೂಪಾರ,noun,ಸಂ ,3,ಸೂರ್ಯ
ಅಕೂಪಾರ,noun,ಸಂ ,4,ಬಂಡೆ
ಅಕ್ಕಜ,noun,ದೇ ,1,ಹೊಟ್ಟೆಕಿಚ್ಚು
ಅಕ್ಕಜ,noun,ದೇ ,2,ಆಶ್ಚರ್ಯ
ಅಕ್ಕಜ,noun,ದೇ ,3,ಪ್ರೀತಿ
ಅಕ್ಕಡಿ,noun,ದೇ ,1,ಹೊಲದಲ್ಲಿ ಎರಡು ಸಾಲುಗಳ ನಡುವೆ ಇತರ ಧಾನ್ಯವನ್ನು ಬೆಳೆಯುವುದಕ್ಕಾಗಿ ಮಾಡಿದ ಸಾಲು
ಅಕ್ಕಡಿ,noun,ದೇ ,2,ಆ ಸಾಲಿನಲ್ಲಿ ಬಿತ್ತುವ ಧಾನ್ಯ
ಅಕ್ಕಣಿ,noun,ದೇ ,1,ಕಾಳು ತೆಗೆದ ಜೋಳದ ತೆನೆ
ಅಕ್ಕಣಿ,noun,ದೇ ,2,ಮಗ್ಗದಲ್ಲಿ ಹಾಸು ಹೊಕ್ಕುಗಳ ಹೊಂದಿಕೆ
ಅಕ್ಕರ,noun,<ಸಂ. ಅಕ್ಷರ ,1,ವಿದ್ಯೆ
ಅಕ್ಕರ,noun,<ಸಂ. ಅಕ್ಷರ ,2,ಪದ್ಯ ಜಾತಿಯಲ್ಲಿ ಒಂದು ಬಗೆ
ಅಕ್ಕಸ,noun,<ಸಂ. ಆಕ್ರೋಶ ,1,ಕನಿಕರದಿಂದ ಕೂಡಿದ ಕಳವಳ
ಅಕ್ಕಸ,noun,<ಸಂ. ಆಕ್ರೋಶ ,2,ರೋಷ
ಅಕ್ಕಿ,noun,ದೇ ,1,ಬತ್ತದ ಹೊಟ್ಟು ತೆಗೆದ ಮೇಲೆ ಉಳಿಯುವ ಕಾಳು
ಅಕ್ಕಿ,noun,ದೇ ,2,ಮಂತ್ರಾಕ್ಷತೆ
ಅಕ್ಕುಳಿಸು,verb,ದೇ ,1,ಹೊಟ್ಟೆ ಒಳಕ್ಕೆ ಇಳಿ
ಅಕ್ಕುಳಿಸು,verb,ದೇ ,2,ಹೆದರು
ಅಕ್ಕುಳಿಸು,verb,ದೇ ,3,ಹಿಂದೆಗೆ
ಅಕ್ಷ,noun,ಸಂ ,1,ಪಗಡೆ ಆಟದ ದಾಳ
ಅಕ್ಷ,noun,ಸಂ ,2,ಪಗಡೆಯ ಕಾಯಿ
ಅಕ್ಷ,noun,ಸಂ ,3,ಪಗಡೆಯ ಜೂಜು
ಅಕ್ಷ,noun,ಸಂ ,4,ರಥದ ಅಚ್ಚು
ಅಕ್ಷ,noun,ಸಂ ,5,ಗಾಡಿ
ಅಕ್ಷ,noun,ಸಂ ,6,ಕಣ್ಣು
ಅಕ್ಷ,noun,ಸಂ ,7,ಇಂದ್ರಿಯ
ಅಕ್ಷ,noun,ಸಂ ,8,ಮೈಲುತುತ್ತ
ಅಕ್ಷ,noun,ಸಂ ,9,ಆತ್ಮ
ಅಕ್ಷ,noun,ಸಂ ,10,೦ ಪುಷ್ಪಪಾತ್ರ
ಅಕ್ಷ,noun,ಸಂ ,12,ಹಾವು
ಅಕ್ಷ,noun,ಸಂ ,14,ಗರುಡ
ಅಕ್ಷ,noun,ಸಂ ,16,ಹುಟ್ಟು ಕುರುಡ
ಅಕ್ಷ,noun,ಸಂ ,18,ತಕ್ಕಡಿಯ ದಂಡಿಗೆ
ಅಕ್ಷ,noun,ಸಂ ,20,ಜಪಮಾಲೆ ಮಾಡುವ ಒಂದು ಬಗೆಯ ಬೀಜ
ಅಕ್ಷ,noun,ಸಂ ,22,ಭೂಗೋಳದ ಕಾಲ್ಪನಿಕ ರೇಖೆ
ಅಕ್ಷತ(ತೆ),noun,<ಸಂ. ಅಕ್ಷತಾ ,1,ಮೊನೆ ಮುರಿಯದ ಅಕ್ಕಿ
ಅಕ್ಷತ(ತೆ),noun,<ಸಂ. ಅಕ್ಷತಾ ,2,ಮಂತ್ರಾಕ್ಷತೆ
ಅಕ್ಷತ(ತೆ),noun,<ಸಂ. ಅಕ್ಷತಾ ,3,ಹಣೆಯಲ್ಲಿ ಇಟ್ಟುಕೊಳ್ಳುವ ಬೊಟ್ಟು
ಅಕ್ಷಯ,noun,ಸಂ ,1,"ಕ್ಷಯವಿಲ್ಲದುದು, ಬರಿದಾ ಗದುದು"
ಅಕ್ಷಯ,noun,ಸಂ ,2,ಪರಮಾತ್ಮ
ಅಕ್ಷಯ,noun,ಸಂ ,3,ಮೋಕ್ಷ
ಅಕ್ಷಯ,noun,ಸಂ ,4,ಒಂದು ಬಗೆಯ ಧಾನ್ಯ
ಅಕ್ಷಯ,noun,ಸಂ ,5,ಅರವತ್ತು ಸಂವತ್ಸರಗಳಲ್ಲಿ ಒಂದು
ಅಕ್ಷರ,noun,ಸಂ ,1,ಅಕಾರ ಮೊದಲಾದ ವರ್ಣ
ಅಕ್ಷರ,noun,ಸಂ ,2,"ಲಿಪಿ, ಬರೆಹ"
ಅಕ್ಷರ,noun,ಸಂ ,3,ಬ್ರಹ್ಮ
ಅಕ್ಷರ,noun,ಸಂ ,4,ವಿಷ್ಣು
ಅಕ್ಷರ,noun,ಸಂ ,5,ಮೋಕ್ಷ
ಅಕ್ಷರ,noun,ಸಂ ,6,ನೀರು
ಅಕ್ಷರ,noun,ಸಂ ,7,ಆಕಾಶ
ಅಕ್ಷರ,noun,ಸಂ ,8,ತಪಸ್ಸು
ಅಕ್ಷರ,noun,ಸಂ ,9,ಶಿವ; ವಿದ್ಯೆ
ಅಕ್ಷರ,noun,ಸಂ ,10,ಓದು ಬರಹ
ಅಕ್ಷರ,noun,ಸಂ ,11,ಬ್ರಹ್ಮವಿದ್ಯೆ
ಅಕ್ಷಿ,noun,ಸಂ ,1,ಕಣ್ಣು
ಅಕ್ಷಿ,noun,ಸಂ ,2,"ತೂತು, ರಂಧ್ರ"
ಅಕ್ಷೋ(ಕ್ಷೌ)ಹಿಣಿ,noun,ಸಂ ,2,","
ಅಕ್ಷೋ(ಕ್ಷೌ)ಹಿಣಿ,noun,ಸಂ ,4,೦ ಆನೆ;
ಅಕ್ಷೋ(ಕ್ಷೌ)ಹಿಣಿ,noun,ಸಂ ,6,","
ಅಕ್ಷೋ(ಕ್ಷೌ)ಹಿಣಿ,noun,ಸಂ ,8,೦ ರಥ;
ಅಕ್ಷೋ(ಕ್ಷೌ)ಹಿಣಿ,noun,ಸಂ ,10,","
ಅಕ್ಷೋ(ಕ್ಷೌ)ಹಿಣಿ,noun,ಸಂ ,12,೦ ಕುದುರೆ;
ಅಕ್ಷೋ(ಕ್ಷೌ)ಹಿಣಿ,noun,ಸಂ ,13,",೦"
ಅಕ್ಷೋ(ಕ್ಷೌ)ಹಿಣಿ,noun,ಸಂ ,14,","
ಅಕ್ಷೋ(ಕ್ಷೌ)ಹಿಣಿ,noun,ಸಂ ,16,೦ ಕಾಲಾಳುಗಳಿರುವ ಸೈನ್ಯ
ಅಖರ್ವ,adjective,ಸಂ ,1,ಕುಳ್ಳಲ್ಲದ
ಅಖರ್ವ,adjective,ಸಂ ,2,ಮಹತ್ತಾದ
ಅಗ,noun,ಸಂ ,1,ಬೆಟ್ಟ
ಅಗ,noun,ಸಂ ,2,ಮರ
ಅಗ,noun,ಸಂ ,3,ಹಾವು
ಅಗ,noun,ಸಂ ,4,ಸೂರ್ಯ
ಅಗಣಿ(ಳಿ),noun,ದೇ ,1,ಚಿಲುಕ
ಅಗಣಿ(ಳಿ),noun,ದೇ ,2,ಕದವನ್ನು ತೆಗೆಯಲಾಗದಂತೆ ತಡೆಯುವ ಅಡ್ಡಮರ
ಅಗಣಿತ,noun,ಸಂ ,1,ಸҾಮರ್ಥ್ಯದಲ್ಲಿ ಎಣಿಕೆಗೆ ಮೀರಿದವನು
ಅಗಣಿತ,noun,ಸಂ ,2,ಸಮೂಹ
ಅಗಣ್ಯ,adjective,ಸಂ ,1,ಎಣಿಸಲಾಗದ
ಅಗಣ್ಯ,adjective,ಸಂ ,2,ಗಣನೆಗೆ ಬಾರದ
ಅಗತ್ಯ,noun,ದೇ ,1,ಆವಶ್ಯಕತೆ
ಅಗತ್ಯ,noun,ದೇ ,2,ಪ್ರಬಲವಾದ ಕೊರತೆ
ಅಗಮ್ಯ,adjective,ಸಂ ,1,"ಹೋಗಿ ಸೇರಲಾಗದ, ಮುಟ್ಟಲಸಾಧ್ಯವಾದ"
ಅಗಮ್ಯ,adjective,ಸಂ ,2,ಬುದ್ಧಿಗೆಟುಕದ
ಅಗಲ್(ಲು),verb,ದೇ ,1,"ಬಿಟ್ಟುಹೋಗು, ತೊರೆ"
ಅಗಲ್(ಲು),verb,ದೇ ,2,ವಿಶಾಲವಾಗು
ಅಗಸೆ,noun,ದೇ ,1,"ಊರ ಹೆಬ್ಬಾಗಿಲು, ಮಹಾದ್ವಾರ"
ಅಗಸೆ,noun,ದೇ ,2,ಒಂದು ಬಗೆಯ ಗಿಡ
ಅಗಾಡಿ,noun,ಹಿಂ ,1,ಮುಂಭಾಗ
ಅಗಾಡಿ,noun,ಹಿಂ ,2,ಕುದುರೆಯ ಮುಂಗಾಲುಗಳನ್ನು ಕಟ್ಟುವ ಹಗ್ಗ
ಅಗಾಡಿ,noun,ಹಿಂ ,3,ಲಗಾಮಿನ ಹಗ್ಗ
ಅಗಿ,verb,ದೇ ,1,ಹೆದರು
ಅಗಿ,verb,ದೇ ,2,ಸಂತೋಷಪಡು
ಅಗಿ,verb,ದೇ ,3,ಕಚ್ಚು
ಅಗಿ,verb,ದೇ ,4,ಅಲುಗಾಡು
ಅಗಿ,verb,ದೇ ,5,ಆವರಿಸು
ಅಗಿ,verb,ದೇ ,6,ಜಗಿ
ಅಗಿಲ್(ಲು),noun,ದೇ ,1,ಒಂದು ಬಗೆಯ ಸುಗಂಧದ ಮರ
ಅಗಿಲ್(ಲು),noun,ದೇ ,2,"ಪರಿಮಳ, ಸುಗಂಧ"
ಅಗುಂತಿ,noun,ದೇ ,1,ಹೆಚ್ಚಳ
ಅಗುಂತಿ,noun,ದೇ ,2,ರಾಶಿ
ಅಗುರ್ಬು(ರ್ವು),noun,ದೇ ,1,ಭಯಂಕರತೆ
ಅಗುರ್ಬು(ರ್ವು),noun,ದೇ ,2,ಸಾಹಸ
ಅಗುರ್ಬು(ರ್ವು),noun,ದೇ ,3,ಅತಿಶಯ
ಅಗೆ,noun,ದೇ ,1,"ಮೊಳಕೆ, ಅಂಕುರ"
ಅಗೆ,noun,ದೇ ,2,ನಾಟ ಮಾಡುವ ಸಸಿ
ಅಗೆ,noun,ದೇ ,3,"ಕೊಂಬೆ, ರೆಂಬೆ"
ಅಗ್ಗ,noun,<ಸಂ. ಅರ್ಘ ,1,"ಕಡಿಮೆ ಬೆಲೆ, ಇಳಿತಾಯದ ಬೆಲೆ"
ಅಗ್ಗ,noun,<ಸಂ. ಅರ್ಘ ,2,"ಅಲ್ಪ, ಹಗುರ"
ಅಗ್ಗ,noun,<ಸಂ. ಅರ್ಘ ,3,ಬೆಲೆ
ಅಗ್ಗ,noun,<ಸಂ. ಅರ್ಘ ,4,ಶ್ರೇಷ್ಠತೆ
ಅಗ್ಗಳಿಕೆ,noun,ದೇ ,1,"ದೊಡ್ಡಸ್ತಿಕೆ, ಶ್ರೇಷ್ಠತೆ"
ಅಗ್ಗಳಿಕೆ,noun,ದೇ ,2,ಸಾಮರ್ಥ್ಯ
ಅಗ್ನಿ,noun,ಸಂ ,1,ಬೆಂಕಿ
ಅಗ್ನಿ,noun,ಸಂ ,2,"ಆಗ್ನೇಯ ದಿಕ್ಕಿನ ಅಧಿಪತಿ, ಬೆಂಕಿಯ ಅಧಿದೇವತೆ"
ಅಗ್ನಿ,noun,ಸಂ ,3,ಆಹಾರವನ್ನು ಜೀರ್ಣಿಸುವ ಜಠರಾಗ್ನಿ
ಅಗ್ನಿ,noun,ಸಂ ,4,ಮೂರು ಎಂಬುದರ ಸಂಕೇತ
ಅಗ್ನಿ,noun,ಸಂ ,5,"ಚಿನ್ನ, ಬಂಗಾರ"
ಅಗ್ನಿ,noun,ಸಂ ,6,ಒಂದು ಬಗೆಯ ಸಸ್ಯ
ಅಗ್ನಿಮೂಲೆ,noun,ಸಂ ,1,"ಪೂರ್ವಕ್ಕೂ, ದಕ್ಷಿಣಕ್ಕೂ ನಡುವಣ ಮೂಲೆ, ಆಗ್ನೇಯ ದಿಕ್ಕು"
ಅಗ್ನಿಮೂಲೆ,noun,ಸಂ ,2,ವಾಸ್ತುಶಾಸ್ತ್ರದ ಪ್ರಕಾರ ಅಡಿಗೆಯ ಮನೆಯಲ್ಲಿ ಒಲೆಯು ಇರಬೇಕಾದ ಸ್ಥಳ
ಅಗ್ರ,noun,ಸಂ ,1,"ತುದಿ, ಮೊನೆ"
ಅಗ್ರ,noun,ಸಂ ,2,ಮೇಲು ಭಾಗ
ಅಗ್ರ,noun,ಸಂ ,3,ಮುಂಭಾಗ
ಅಗ್ರ,noun,ಸಂ ,4,ನಗರದ ಸಮೀಪ ಪ್ರದೇಶ
